Gender,Stat,Age,5th,10th,25th,50th,75th,90th,95th
F,H,0,46.08383,46.76056,47.89133,49.1477,50.40407,51.53484,52.21157
F,H,1,50.4728,51.18277,52.3691,53.6872,55.0053,56.19163,56.9016
F,H,2,53.71811,54.45785,55.69393,57.0673,58.44067,59.67675,60.41649
F,H,3,56.34038,57.10515,58.38306,59.8029,61.22274,62.50065,63.26542
F,H,4,58.52969,59.31604,60.63,62.0899,63.5498,64.86376,65.65011
F,H,5,60.38286,61.18844,62.53451,64.0301,65.52569,66.87176,67.67734
F,H,6,62.00319,62.82658,64.20243,65.7311,67.25977,68.63562,69.45901
F,H,7,63.47888,64.32005,65.72562,67.2873,68.84898,70.25455,71.09572
F,H,8,64.85973,65.71894,67.15464,68.7498,70.34496,71.78066,72.63987
F,H,9,66.16996,67.0476,68.51411,70.1435,71.77289,73.2394,74.11704
F,H,10,67.42304,68.31951,69.81746,71.4818,73.14614,74.64409,75.54056
F,H,11,68.62467,69.54048,71.07075,72.771,74.47125,76.00152,76.91733
F,H,12,69.77953,70.71503,72.2782,74.015,75.7518,77.31497,78.25047
F,H,13,70.89228,71.84762,73.44396,75.2176,76.99124,78.58758,79.54292
F,H,14,71.96683,72.94195,74.57133,76.3817,78.19207,79.82145,80.79657
F,H,15,73.00432,73.99947,75.66234,77.5099,79.35746,81.02033,82.01548
F,H,16,74.00908,75.0243,76.72069,78.6055,80.49031,82.1867,83.20192
F,H,17,74.98475,76.01981,77.74936,79.671,81.59264,83.32219,84.35725
F,H,18,75.93146,76.98644,78.74927,80.7079,82.66653,84.42936,85.48434
F,H,19,76.8524,77.92712,79.72293,81.7182,83.71347,85.50928,86.584
F,H,20,77.74783,78.84242,80.67144,82.7036,84.73576,86.56478,87.65937
F,H,21,78.62035,79.73466,81.59662,83.6654,85.73418,87.59614,88.71045
F,H,22,79.47174,80.60531,82.49946,84.604,86.70854,88.60269,89.73626
F,H,23,80.3,81.453,83.3796,85.5202,87.6608,89.5874,90.7404
F,H,24,81.10777,82.28006,84.23889,86.4153,88.59171,90.55054,91.72283
F,W,0,2.532145,2.677725,2.932331,3.2322,3.55035,3.852667,4.040959
F,W,1,3.326209,3.502477,3.814261,4.1873,4.590075,4.979539,5.225436
F,W,2,4.13172,4.335355,4.695944,5.1282,5.596104,6.049862,6.337067
F,W,3,4.745935,4.970282,5.368044,5.8458,6.364222,6.868317,7.188096
F,W,4,5.238858,5.480078,5.90832,6.4237,6.984281,7.530756,7.87815
F,W,5,5.642267,5.897544,6.351329,6.8985,7.495018,8.077933,8.449225
F,W,6,5.97888,6.246243,6.72212,7.297,7.925102,8.540297,8.93289
F,W,7,6.267836,6.546104,7.042017,7.6422,8.299352,8.94444,9.356859
F,W,8,6.522061,6.810403,7.324907,7.9487,8.633118,9.306424,9.737639
F,W,9,6.750018,7.047717,7.579535,8.2254,8.935413,9.63531,10.08429
F,W,10,6.958886,7.265345,7.813398,8.48,9.214115,9.939115,10.4049
F,W,11,7.15483,7.46957,8.032975,8.7192,9.476145,10.22495,10.7067
F,W,12,7.342376,7.665043,8.24313,8.9481,9.726833,10.49835,10.99531
F,W,13,7.524538,7.854825,8.446994,9.1699,9.969431,10.76258,11.27401
F,W,14,7.70313,8.040838,8.646697,9.387,10.20666,11.02071,11.54612
F,W,15,7.879566,8.224501,8.843658,9.6008,10.43988,11.27403,11.81285
F,W,16,8.054179,8.406286,9.038616,9.8124,10.67062,11.52454,12.07652
F,W,17,8.227652,8.586898,9.232317,10.0226,10.89976,11.77319,12.33814
F,W,18,8.399952,8.766325,9.424795,10.2315,11.12747,12.02024,12.59804
F,W,19,8.570832,8.944403,9.616043,10.4393,11.3542,12.26642,12.85712
F,W,20,8.74076,9.121584,9.806487,10.6464,11.58033,12.51209,13.11573
F,W,21,8.909946,9.298148,9.996544,10.8534,11.80669,12.75831,13.37511
F,W,22,9.078906,9.474611,10.18672,11.0608,12.03376,13.00554,13.6357
F,W,23,9.247632,9.651002,10.37713,11.2688,12.26184,13.25422,13.89801
F,W,24,9.416516,9.827655,10.56799,11.4775,12.49092,13.50419,14.16181
M,H,0,46.77032,47.45809,48.60732,49.8842,51.16108,52.31031,52.99808
M,H,1,51.52262,52.2298,53.41147,54.7244,56.03733,57.219,57.92618
M,H,2,55.13442,55.8612,57.0756,58.4249,59.7742,60.9886,61.71538
M,H,3,58.06652,58.80924,60.0503,61.4292,62.8081,64.04916,64.79188
M,H,4,60.46344,61.21939,62.48254,63.886,65.28946,66.55261,67.30856
M,H,5,62.42946,63.19658,64.4784,65.9026,67.3268,68.60862,69.37574
M,H,6,64.10314,64.88071,66.18,67.6236,69.0672,70.36649,71.14406
M,H,7,65.5934,66.38216,67.70013,69.1645,70.62887,71.94684,72.7356
M,H,8,66.97163,67.77291,69.1118,70.5994,72.087,73.42589,74.22717
M,H,9,68.27886,69.09384,70.45564,71.9687,73.48176,74.84356,75.65854
M,H,10,69.52286,70.35297,71.74005,73.2812,74.82235,76.20943,77.03954
M,H,11,70.70738,71.55363,72.96769,74.5388,76.10991,77.52397,78.37022
M,H,12,71.84023,72.70353,74.14605,75.7488,77.35155,78.79407,79.65737
M,H,13,72.92816,73.80954,75.28228,76.9186,78.55492,80.02766,80.90904
M,H,14,73.97491,74.87492,76.37879,78.0497,79.72061,81.22448,82.12449
M,H,15,74.98384,75.9031,77.43914,79.1458,80.85246,82.3885,83.30776
M,H,16,75.96033,76.89925,78.46814,80.2113,81.95446,83.52335,84.46227
M,H,17,76.90533,77.86466,79.46765,81.2487,83.02975,84.63274,85.59207
M,H,18,77.8221,78.80202,80.43942,82.2587,84.07798,85.71538,86.6953
M,H,19,78.70973,79.71074,81.38338,83.2418,85.10022,86.77286,87.77387
M,H,20,79.57106,80.59338,82.30162,84.1996,86.09758,87.80582,88.82814
M,H,21,80.40724,81.45143,83.19621,85.1348,87.07339,88.81817,89.86236
M,H,22,81.22133,82.28734,84.06859,86.0477,88.02681,89.80806,90.87407
M,H,23,82.01447,83.1026,84.92082,86.941,88.96118,90.7794,91.86753
M,H,24,82.79087,83.9008,85.75545,87.8161,89.87675,91.7314,92.84133
M,W,0,2.603994,2.757621,3.027282,3.3464,3.686659,4.011499,4.214527
M,W,1,3.566165,3.752603,4.080792,4.4709,4.889123,5.290726,5.542933
M,W,2,4.522344,4.738362,5.117754,5.5675,6.048448,6.509323,6.798348
M,W,3,5.240269,5.475519,5.888058,6.3762,6.897306,7.395936,7.708329
M,W,4,5.797135,6.046988,6.484777,7.0023,7.554286,8.082087,8.412602
M,W,5,6.244465,6.507016,6.966941,7.5105,8.090161,8.644384,8.991445
M,W,6,6.611702,6.885864,7.366195,7.934,8.539707,9.119041,9.481939
M,W,7,6.922131,7.207057,7.706413,8.297,8.927371,9.530656,9.908738
M,W,8,7.19127,7.486158,8.003205,8.6151,9.268678,9.894622,10.28713
M,W,9,7.431644,7.735837,8.26946,8.9014,9.5769,10.22433,10.63055
M,W,10,7.651572,7.964565,8.5139,9.1649,9.861313,10.5293,10.94868
M,W,11,7.857229,8.178615,8.742959,9.4122,10.12867,10.81641,11.24845
M,W,12,8.052577,8.382077,8.960956,9.6479,10.38387,11.09087,11.53526
M,W,13,8.239848,8.577324,9.170505,9.8749,10.63014,11.35618,11.81281
M,W,14,8.421033,8.76637,9.373665,10.0953,10.86959,11.61449,12.08325
M,W,15,8.597424,8.950586,9.571948,10.3108,11.10416,11.86797,12.34891
M,W,16,8.770274,9.13126,9.7667,10.5228,11.33528,12.11808,12.61125
M,W,17,8.939942,9.308795,9.958406,10.7319,11.5637,12.36571,12.87128
M,W,18,9.107002,9.483736,10.14755,10.9385,11.7897,12.61101,13.12906
M,W,19,9.27136,9.656076,10.33431,11.143,12.01396,12.855,13.38579
M,W,20,9.434095,9.826848,10.51961,11.3462,12.23713,13.09811,13.64181
M,W,21,9.595435,9.996335,10.70383,11.5486,12.45983,13.3411,13.89795
M,W,22,9.755556,10.16471,10.88716,11.7504,12.6823,13.58426,14.15453
M,W,23,9.914417,10.33191,11.06946,11.9514,12.90424,13.82718,14.41108
M,W,24,10.07194,10.49784,11.25065,12.1515,13.12555,14.06979,14.66753
M,H,24,80.72977,81.99171,84.10289,86.4522,88.80525,90.92619,92.19688
M,H,24.5,81.08868,82.36401,84.49471,86.86161,89.22805,91.35753,92.63177
M,H,25.5,81.83445,83.11387,85.25888,87.65247,90.05675,92.22966,93.53407
M,H,26.5,82.56406,83.84716,86.00517,88.42326,90.8626,93.07608,94.40885
M,H,27.5,83.27899,84.56534,86.73507,89.17549,91.64711,93.89827,95.25754
M,H,28.5,83.98045,85.26962,87.44977,89.91041,92.41159,94.69757,96.08149
M,H,29.5,84.66948,85.96098,88.15028,90.62908,93.15719,95.47522,96.88198
M,H,30.5,85.34694,86.64027,88.83745,91.33242,93.88496,96.23239,97.66027
M,H,31.5,86.01357,87.3082,89.51202,92.02127,94.59585,96.97022,98.41758
M,H,32.5,86.66999,87.9654,90.17464,92.69638,95.2908,97.68978,99.15514
M,H,33.5,87.3168,88.61244,90.82592,93.35847,95.97068,98.39218,99.87416
M,H,34.5,87.95452,89.24986,91.46645,94.00823,96.63637,99.07848,100.5759
M,H,35.5,88.58366,89.87816,92.0968,94.64637,97.28875,99.74979,101.2615
M,H,36.5,89.20473,90.49789,92.71756,95.27359,97.9287,100.4072,101.9324
M,H,37.5,89.77301,91.08608,93.3344,95.91475,98.58525,101.069,102.593
M,H,38.5,90.33306,91.66589,93.94268,96.54734,99.23358,101.7234,103.247
M,H,39.5,90.88532,92.23779,94.54291,97.17191,99.87426,102.3709,103.8948
M,H,40.5,91.43025,92.80225,95.13557,97.78898,100.5078,103.012,104.537
M,H,41.5,91.96832,93.35972,95.72115,98.39903,101.1348,103.6473,105.1739
M,H,42.5,92.49999,93.91068,96.30009,99.00254,101.7556,104.2771,105.8061
M,H,43.5,93.0257,94.45556,96.87286,99.59998,102.3708,104.9021,106.434
M,H,44.5,93.54592,94.99482,97.43989,100.1918,102.9807,105.5225,107.0579
M,H,45.5,94.06109,95.52888,98.00159,100.7783,103.5858,106.1387,107.6784
M,H,46.5,94.57166,96.05817,98.55838,101.36,104.1865,106.7513,108.2956
M,H,47.5,95.07806,96.5831,99.11064,101.9373,104.7831,107.3604,108.9101
M,H,48.5,95.5807,97.10407,99.65875,102.5105,105.3759,107.9665,109.522
M,H,49.5,96.08,97.62147,100.2031,103.0799,105.9654,108.5698,110.1317
M,H,50.5,96.57635,98.13566,100.7439,103.6459,106.5518,109.1706,110.7394
M,H,51.5,97.07013,98.64701,101.2817,104.2087,107.1354,109.7693,111.3454
M,H,52.5,97.5617,99.15585,101.8166,104.7687,107.7165,110.366,111.95
M,H,53.5,98.05141,99.6625,102.3491,105.3262,108.2953,110.9609,112.5533
M,H,54.5,98.53958,100.1673,102.8792,105.8813,108.872,111.5543,113.1555
M,H,55.5,99.02654,100.6705,103.4074,106.4343,109.4469,112.1464,113.7568
M,H,56.5,99.51256,101.1723,103.9339,106.9855,110.0201,112.7374,114.3574
M,H,57.5,99.99791,101.6731,104.4588,107.535,110.5919,113.3273,114.9575
M,H,58.5,100.4828,102.173,104.9825,108.083,111.1623,113.9164,115.557
M,H,59.5,100.9676,102.6723,105.505,108.6296,111.7316,114.5047,116.1561
M,H,60.5,101.4523,103.1712,106.0265,109.1751,112.2998,115.0924,116.755
M,H,61.5,101.9372,103.6697,106.5472,109.7196,112.8671,115.6795,117.3536
M,H,62.5,102.4225,104.1682,107.0673,110.2631,113.4335,116.2661,117.9521
M,H,63.5,102.9082,104.6666,107.5868,110.8058,113.9992,116.8522,118.5505
M,H,64.5,103.3945,105.1651,108.1058,111.3477,114.5641,117.438,119.1487
M,H,65.5,103.8814,105.6638,108.6244,111.889,115.1284,118.0234,119.7469
M,H,66.5,104.369,106.1627,109.1427,112.4296,115.6921,118.6084,120.345
M,H,67.5,104.8574,106.6619,109.6607,112.9696,116.2551,119.1931,120.943
M,H,68.5,105.3466,107.1614,110.1785,113.509,116.8176,119.7774,121.5408
M,H,69.5,105.8364,107.6611,110.696,114.0479,117.3794,120.3613,122.1384
M,H,70.5,106.327,108.1612,111.2132,114.5861,117.9407,120.9447,122.7359
M,H,71.5,106.8182,108.6614,111.7302,115.1238,118.5012,121.5277,123.333
M,H,72.5,107.3099,109.1619,112.2469,115.6609,119.0611,122.1101,123.9297
M,H,73.5,107.8021,109.6624,112.7631,116.1973,119.6203,122.6918,124.526
M,H,74.5,108.2946,110.1629,113.2789,116.7329,120.1786,123.2729,125.1217
M,H,75.5,108.7873,110.6633,113.7942,117.2678,120.7361,123.8532,125.7168
M,H,76.5,109.2801,111.1634,114.3089,117.8018,121.2926,124.4327,126.3111
M,H,77.5,109.7727,111.6631,114.8229,118.3348,121.848,125.0111,126.9045
M,H,78.5,110.2649,112.1623,115.336,118.8668,122.4024,125.5884,127.4969
M,H,79.5,110.7566,112.6608,115.8481,119.3977,122.9555,126.1646,128.0882
M,H,80.5,111.2476,113.1583,116.3592,119.9272,123.5073,126.7394,128.6782
M,H,81.5,111.7375,113.6548,116.869,120.4554,124.0576,127.3128,129.2668
M,H,82.5,112.2263,114.1499,117.3774,120.9821,124.6064,127.8846,129.8538
M,H,83.5,112.7135,114.6436,117.8842,121.5072,125.1535,128.4547,130.4392
M,H,84.5,113.1991,115.1356,118.3893,122.0305,125.6987,129.023,131.0226
M,H,85.5,113.6827,115.6257,118.8926,122.552,126.2421,129.5893,131.6041
M,H,86.5,114.1642,116.1136,119.3938,123.0714,126.7834,130.1535,132.1834
M,H,87.5,114.6431,116.5992,119.8927,123.5886,127.3225,130.7154,132.7605
M,H,88.5,115.1194,117.0822,120.3893,124.1035,127.8594,131.275,133.335
M,H,89.5,115.5927,117.5625,120.8833,124.616,128.3937,131.8321,133.907
M,H,90.5,116.0629,118.0398,121.3746,125.1259,128.9256,132.3865,134.4763
M,H,91.5,116.5297,118.5139,121.863,125.6331,129.4547,132.9381,135.0426
M,H,92.5,116.9928,118.9847,122.3483,126.1374,129.981,133.4868,135.606
M,H,93.5,117.4521,119.4519,122.8305,126.6388,130.5044,134.0325,136.1662
M,H,94.5,117.9074,119.9153,123.3092,127.137,131.0247,134.5751,136.7231
M,H,95.5,118.3585,120.3749,123.7845,127.632,131.5419,135.1144,137.2767
M,H,96.5,118.8053,120.8305,124.2562,128.1237,132.0559,135.6504,137.8267
M,H,97.5,119.2475,121.2819,124.7242,128.6119,132.5664,136.1829,138.3731
M,H,98.5,119.6851,121.729,125.1882,129.0966,133.0736,136.7118,138.9159
M,H,99.5,120.1179,122.1716,125.6484,129.5777,133.5771,137.2371,139.4548
M,H,100.5,120.5459,122.6099,126.1045,130.055,134.0771,137.7587,139.9899
M,H,101.5,120.969,123.0435,126.5565,130.5286,134.5734,138.2765,140.5211
M,H,102.5,121.3872,123.4726,127.0044,130.9983,135.066,138.7905,141.0484
M,H,103.5,121.8004,123.897,127.4481,131.4641,135.5548,139.3006,141.5716
M,H,104.5,122.2086,124.3168,127.8876,131.926,136.0397,139.8069,142.0908
M,H,105.5,122.6119,124.7319,128.3228,132.384,136.5209,140.3093,142.6061
M,H,106.5,123.0103,125.1425,128.7539,132.8381,136.9982,140.8077,143.1173
M,H,107.5,123.4039,125.5485,129.1807,133.2882,137.4717,141.3023,143.6245
M,H,108.5,123.7928,125.9501,129.6035,133.7345,137.9414,141.793,144.1278
M,H,109.5,124.1771,126.3473,130.0222,134.1769,138.4073,142.28,144.6272
M,H,110.5,124.5569,126.7402,130.4369,134.6155,138.8696,142.7632,145.1228
M,H,111.5,124.9325,127.1291,130.8477,135.0504,139.3282,143.2428,145.6148
M,H,112.5,125.304,127.514,131.2548,135.4818,139.7833,143.7188,146.1032
M,H,113.5,125.6717,127.8953,131.6584,135.9097,140.235,144.1915,146.5882
M,H,114.5,126.0358,128.273,132.0585,136.3343,140.6835,144.661,147.0699
M,H,115.5,126.3966,128.6474,132.4555,136.7557,141.1289,145.1273,147.5486
M,H,116.5,126.7544,129.0189,132.8495,137.1742,141.5713,145.5909,148.0245
M,H,117.5,127.1096,129.3876,133.2407,137.5899,142.0111,146.0518,148.4979
M,H,118.5,127.4624,129.754,133.6295,138.0032,142.4484,146.5103,148.9689
M,H,119.5,127.8132,130.1183,134.0161,138.4143,142.8835,146.9668,149.438
M,H,120.5,128.1625,130.4809,134.4008,138.8234,143.3168,147.4214,149.9053
M,H,121.5,128.5106,130.8422,134.7841,139.231,143.7484,147.8747,150.3714
M,H,122.5,128.8579,131.2026,135.1663,139.6373,144.1789,148.3268,150.8365
M,H,123.5,129.2051,131.5625,135.5477,140.0427,144.6085,148.7782,151.301
M,H,124.5,129.5524,131.9224,135.9288,140.4477,145.0377,149.2294,151.7655
M,H,125.5,129.9004,132.2828,136.3101,140.8527,145.4669,149.6808,152.2303
M,H,126.5,130.2496,132.6441,136.692,141.2582,145.8965,150.1329,152.696
M,H,127.5,130.6005,133.0068,137.075,141.6646,146.3272,150.5861,153.1631
M,H,128.5,130.9536,133.3714,137.4597,142.0725,146.7593,151.041,153.6321
M,H,129.5,131.3094,133.7386,137.8466,142.4824,147.1936,151.4982,154.1035
M,H,130.5,131.6686,134.1089,138.2362,142.8949,147.6305,151.9583,154.578
M,H,131.5,132.0316,134.4828,138.6292,143.3107,148.0707,152.4218,155.0562
M,H,132.5,132.399,134.8608,139.0262,143.7304,148.5147,152.8894,155.5386
M,H,133.5,132.7714,135.2437,139.4278,144.1545,148.9633,153.3617,156.0258
M,H,134.5,133.1491,135.6318,139.8346,144.5838,149.4172,153.8394,156.5186
M,H,135.5,133.5329,136.026,140.2472,145.019,149.8769,154.323,157.0174
M,H,136.5,133.9232,136.4266,140.6664,145.4607,150.3433,154.8133,157.5229
M,H,137.5,134.3205,136.8343,141.0928,145.9097,150.8169,155.3109,158.0356
M,H,138.5,134.7252,137.2496,141.5269,146.3665,151.2984,155.8164,158.5562
M,H,139.5,135.1378,137.673,141.9694,146.832,151.7885,156.3303,159.0851
M,H,140.5,135.5588,138.105,142.4209,147.3066,152.2878,156.8532,159.6228
M,H,141.5,135.9885,138.5461,142.882,147.7911,152.7969,157.3857,160.1697
M,H,142.5,136.4271,138.9968,143.3532,148.2859,153.3164,157.928,160.7262
M,H,143.5,136.8751,139.4573,143.835,148.7917,153.8466,158.4807,161.2924
M,H,144.5,137.3326,139.928,144.3277,149.3088,154.3881,159.0439,161.8686
M,H,145.5,137.7998,140.4091,144.8317,149.8376,154.941,159.6179,162.4549
M,H,146.5,138.2769,140.9009,145.3473,150.3784,155.5056,160.2026,163.0511
M,H,147.5,138.7638,141.4034,145.8746,150.9313,156.0819,160.7981,163.6571
M,H,148.5,139.2605,141.9167,146.4137,151.4964,156.6699,161.4041,164.2726
M,H,149.5,139.767,142.4407,146.9645,152.0735,157.2694,162.0203,164.8972
M,H,150.5,140.2831,142.9752,147.5269,152.6624,157.88,162.6462,165.5302
M,H,151.5,140.8085,143.52,148.1005,153.2627,158.5012,163.2811,166.1711
M,H,152.5,141.3429,144.0746,148.6849,153.8738,159.1324,163.9243,166.8187
M,H,153.5,141.8859,144.6388,149.2795,154.4951,159.7725,164.5748,167.4723
M,H,154.5,142.4369,145.2117,149.8836,155.1255,160.4207,165.2314,168.1305
M,H,155.5,142.9955,145.7928,150.4962,155.7642,161.0758,165.893,168.7923
M,H,156.5,143.5608,146.3813,151.1165,156.4099,161.7364,166.5581,169.4561
M,H,157.5,144.1322,146.9763,151.7433,157.0612,162.401,167.2253,170.1205
M,H,158.5,144.7089,147.5767,152.3754,157.7168,163.0682,167.8929,170.784
M,H,159.5,145.29,148.1815,153.0113,158.3751,163.7363,168.5594,171.445
M,H,160.5,145.8746,148.7896,153.6498,159.0344,164.4035,169.2231,172.1018
M,H,161.5,146.4615,149.3998,154.2892,159.6931,165.0681,169.8822,172.7528
M,H,162.5,147.0498,150.0107,154.928,160.3493,165.7283,170.535,173.3965
M,H,163.5,147.6385,150.621,155.5647,161.0015,166.3823,171.1798,174.0312
M,H,164.5,148.2262,151.2295,156.1977,161.6478,167.0284,171.8151,174.6554
M,H,165.5,148.812,151.8348,156.8253,162.2865,167.665,172.4393,175.2677
M,H,166.5,149.3947,152.4355,157.4462,162.9161,168.2905,173.0509,175.8668
M,H,167.5,149.9731,153.0304,158.0587,163.535,168.9033,173.6486,176.4515
M,H,168.5,150.5461,153.6181,158.6615,164.1418,169.5022,174.2313,177.0206
M,H,169.5,151.1127,154.1975,159.2532,164.7352,170.0859,174.7978,177.5733
