Gender,Stat,Age,5th,10th,25th,50th,75th,90th,95th
M,W,217.5,53.38481,55.94884,60.85431,67.46863,75.76499,85.27837,92.25795
M,W,218.5,53.53657,56.10508,61.01862,67.64281,75.94994,85.47356,92.45925
M,W,219.5,53.68296,56.25633,61.17846,67.81277,76.13018,85.66221,92.65175
M,W,220.5,53.82428,56.40286,61.33409,67.97877,76.30597,85.8446,92.83572
M,W,221.5,53.96079,56.54495,61.4858,68.14111,76.47759,86.02101,93.01148
M,W,222.5,54.09278,56.68288,61.63386,68.30005,76.64533,86.19177,93.17941
M,W,223.5,54.22046,56.81689,61.77851,68.45585,76.80948,86.35725,93.33994
M,W,224.5,54.34408,56.94719,61.91997,68.60872,76.97031,86.51781,93.49361
M,W,225.5,54.46381,57.07396,62.05842,68.75889,77.12809,86.6739,93.64099
M,W,226.5,54.57977,57.19732,62.19399,68.90653,77.2831,86.82597,93.78276
M,W,227.5,54.69205,57.31737,62.32678,69.05176,77.4356,86.97452,93.91968
M,W,228.5,54.80066,57.43409,62.4568,69.19467,77.5858,87.12008,94.05261
M,W,229.5,54.90552,57.54742,62.58399,69.33527,77.73392,87.26324,94.18252
M,W,230.5,55.00648,57.6572,62.70822,69.47351,77.88014,87.40462,94.31046
M,W,231.5,55.10328,57.76315,62.82922,69.60926,78.02461,87.54488,94.43765
M,W,232.5,55.19552,57.86488,62.94664,69.74228,78.16742,87.68474,94.5654
M,W,233.5,55.2827,57.96187,63.06,69.87224,78.30863,87.82495,94.69517
M,W,234.5,55.36413,58.05343,63.16863,69.99869,78.44824,87.96634,94.82857
M,W,235.5,55.43897,58.13869,63.27175,70.12104,78.58618,88.10976,94.96735
M,W,236.5,55.50617,58.21662,63.36835,70.23857,78.72234,88.25614,95.11344
M,W,237.5,55.56447,58.28594,63.45727,70.3504,78.8565,88.40645,95.26894
M,W,238.5,55.61236,58.34515,63.53709,70.45546,78.98839,88.56175,95.43613
M,W,239.5,55.64807,58.39247,63.60618,70.55252,79.11762,88.72311,95.61749
M,W,240,55.66071,58.41105,63.63611,70.59761,79.18111,88.80644,95.71431
F,W,24,10.21027,10.57373,11.23357,12.05504,12.98667,13.93766,14.56636
F,W,24.5,10.27483,10.64076,11.30567,12.13456,13.07613,14.03902,14.67659
F,W,25.5,10.40066,10.77167,11.44697,12.29102,13.25293,14.24017,14.89587
F,W,26.5,10.52274,10.89899,11.58501,12.44469,13.42753,14.43984,15.11428
F,W,27.5,10.64171,11.02338,11.72047,12.59622,13.60059,14.63873,15.33249
F,W,28.5,10.75819,11.14545,11.85392,12.74621,13.77271,14.83743,15.55113
F,W,29.5,10.87273,11.26575,11.98592,12.89517,13.9444,15.03646,15.7707
F,W,30.5,10.98581,11.38474,12.11692,13.04357,14.11611,15.23626,15.99164
F,W,31.5,11.09789,11.50288,12.24735,13.19181,14.28823,15.43719,16.21432
F,W,32.5,11.20934,11.62054,12.37757,13.34023,14.46106,15.63957,16.43904
F,W,33.5,11.32054,11.73806,12.50791,13.48913,14.63491,15.84365,16.66605
F,W,34.5,11.43177,11.85574,12.63865,13.63877,14.80998,16.04963,16.89553
F,W,35.5,11.54332,11.97384,12.77001,13.78937,14.98647,16.25767,17.12762
F,W,36.5,11.65542,12.09259,12.90222,13.94108,15.16452,16.46789,17.36244
F,W,37.5,11.76826,12.21216,13.03542,14.09407,15.34425,16.68038,17.60006
F,W,38.5,11.88202,12.33273,13.16977,14.24844,15.52574,16.89519,17.8405
F,W,39.5,11.99685,12.45442,13.30538,14.40429,15.70905,17.11235,18.08377
F,W,40.5,12.11284,12.57735,13.44234,14.56168,15.89422,17.33186,18.32988
F,W,41.5,12.23011,12.70158,13.58071,14.72064,16.08126,17.55371,18.57877
F,W,42.5,12.34871,12.8272,13.72054,14.88121,16.27016,17.77788,18.83042
F,W,43.5,12.4687,12.95423,13.86186,15.04341,16.46093,18.00432,19.08475
F,W,44.5,12.59011,13.08271,14.00469,15.20721,16.65353,18.23298,19.34169
F,W,45.5,12.71297,13.21265,14.14902,15.37263,16.84793,18.46379,19.60118
F,W,46.5,12.83726,13.34405,14.29485,15.53962,17.04408,18.69671,19.86313
F,W,47.5,12.96298,13.47689,14.44217,15.70817,17.24195,18.93166,20.12746
F,W,48.5,13.09012,13.61116,14.59093,15.87824,17.44149,19.16858,20.39409
F,W,49.5,13.21864,13.74682,14.74112,16.04978,17.64265,19.40739,20.66293
F,W,50.5,13.3485,13.88384,14.89269,16.22277,17.84537,19.64805,20.93393
F,W,51.5,13.47966,14.02217,15.0456,16.39715,18.04961,19.89048,21.20699
F,W,52.5,13.61206,14.16176,15.19981,16.57289,18.25533,20.13464,21.48207
F,W,53.5,13.74566,14.30257,15.35527,16.74994,18.46249,20.38048,21.7591
F,W,54.5,13.8804,14.44453,15.51193,16.92827,18.67105,20.62795,22.03803
F,W,55.5,14.01621,14.5876,15.66975,17.10783,18.88097,20.87704,22.31884
F,W,56.5,14.15303,14.73172,15.82868,17.28859,19.09224,21.1277,22.60148
F,W,57.5,14.29081,14.87683,15.98868,17.47052,19.30483,21.37993,22.88594
F,W,58.5,14.42947,15.02287,16.14971,17.65361,19.51874,21.63373,23.17222
F,W,59.5,14.56897,15.16981,16.31173,17.83782,19.73395,21.88909,23.46031
F,W,60.5,14.70924,15.31758,16.47471,18.02314,19.95048,22.14604,23.75024
F,W,61.5,14.85022,15.46614,16.63861,18.20956,20.16834,22.4046,24.04202
F,W,62.5,14.99186,15.61545,16.80342,18.39709,20.38753,22.6648,24.3357
F,W,63.5,15.13412,15.76547,16.9691,18.58571,20.6081,22.92668,24.63133
F,W,64.5,15.27694,15.91616,17.13565,18.77545,20.83007,23.19031,24.92897
F,W,65.5,15.42029,16.06749,17.30305,18.96631,21.05349,23.45574,25.22868
F,W,66.5,15.56413,16.21943,17.4713,19.15831,21.2784,23.72305,25.53055
F,W,67.5,15.70843,16.37197,17.6404,19.35149,21.50486,23.99232,25.83467
F,W,68.5,15.85316,16.52509,17.81035,19.54588,21.73294,24.26364,26.14113
F,W,69.5,15.99831,16.67878,17.98118,19.74151,21.96271,24.5371,26.45005
F,W,70.5,16.14385,16.83304,18.15288,19.93843,22.19425,24.81282,26.76154
F,W,71.5,16.28977,16.98787,18.32549,20.1367,22.42763,25.09089,27.07573
F,W,72.5,16.43608,17.14327,18.49904,20.33636,22.66294,25.37145,27.39274
F,W,73.5,16.58277,17.29926,18.67356,20.53748,22.90029,25.65461,27.71272
F,W,74.5,16.72986,17.45586,18.84908,20.74013,23.13976,25.94051,28.0358
F,W,75.5,16.87736,17.61309,19.02566,20.94438,23.38146,26.22926,28.36213
F,W,76.5,17.02528,17.77097,19.20334,21.1503,23.6255,26.52102,28.69185
F,W,77.5,17.17365,17.92956,19.38217,21.35797,23.87199,26.81591,29.02513
F,W,78.5,17.3225,18.08887,19.56221,21.56748,24.12103,27.11407,29.36212
F,W,79.5,17.47187,18.24897,19.74353,21.77891,24.37274,27.41566,29.70296
F,W,80.5,17.6218,18.40989,19.9262,21.99235,24.62725,27.7208,30.04782
F,W,81.5,17.77232,18.5717,20.11027,22.20789,24.88466,28.02965,30.39685
F,W,82.5,17.9235,18.73445,20.29582,22.42562,25.14509,28.34233,30.75021
F,W,83.5,18.07539,18.89819,20.48293,22.64564,25.40866,28.659,31.10804
F,W,84.5,18.22805,19.063,20.67168,22.86804,25.67549,28.97979,31.47049
F,W,85.5,18.38153,19.22895,20.86215,23.09293,25.94569,29.30484,31.83771
F,W,86.5,18.53591,19.3961,21.05441,23.32039,26.21937,29.63426,32.20984
F,W,87.5,18.69124,19.56453,21.24855,23.55052,26.49666,29.9682,32.58701
F,W,88.5,18.84762,19.73432,21.44467,23.78342,26.77764,30.30677,32.96935
F,W,89.5,19.00511,19.90554,21.64283,24.01918,27.06244,30.65008,33.35698
F,W,90.5,19.16378,20.07828,21.84313,24.25789,27.35114,30.99825,33.75001
F,W,91.5,19.32373,20.25261,22.04564,24.49965,27.64385,31.35137,34.14856
F,W,92.5,19.48502,20.42863,22.25047,24.74454,27.94066,31.70954,34.55271
F,W,93.5,19.64775,20.6064,22.45768,24.99264,28.24165,32.07286,34.96256
F,W,94.5,19.81199,20.78601,22.66736,25.24403,28.54689,32.44138,35.37818
F,W,95.5,19.97783,20.96755,22.8796,25.4988,28.85648,32.8152,35.79964
F,W,96.5,20.14535,21.15111,23.09446,25.75702,29.17046,33.19435,36.22699
F,W,97.5,20.31464,21.33675,23.31203,26.01874,29.4889,33.5789,36.66029
F,W,98.5,20.48579,21.52456,23.53237,26.28404,29.81185,33.96887,37.09956
F,W,99.5,20.65887,21.71462,23.75556,26.55298,30.13934,34.36431,37.54482
F,W,100.5,20.83397,21.907,23.98166,26.82559,30.47142,34.76522,37.99609
F,W,101.5,21.01117,22.10179,24.21073,27.10193,30.80811,35.17161,38.45335
F,W,102.5,21.19055,22.29905,24.44283,27.38203,31.14942,35.58347,38.91658
F,W,103.5,21.37219,22.49884,24.67802,27.66593,31.49536,36.00078,39.38577
F,W,104.5,21.55616,22.70125,24.91634,27.95365,31.84592,36.42352,39.86086
F,W,105.5,21.74253,22.90633,25.15783,28.24521,32.20108,36.85164,40.34179
F,W,106.5,21.93138,23.11413,25.40252,28.5406,32.56084,37.28507,40.82849
F,W,107.5,22.12277,23.32471,25.65046,28.83984,32.92513,37.72376,41.32088
F,W,108.5,22.31677,23.53813,25.90167,29.14291,33.29393,38.16762,41.81885
F,W,109.5,22.51343,23.75442,26.15616,29.4498,33.66717,38.61656,42.32229
F,W,110.5,22.71282,23.97364,26.41394,29.76048,34.04479,39.07046,42.83107
F,W,111.5,22.91497,24.19581,26.67503,30.07493,34.4267,39.52921,43.34505
F,W,112.5,23.11994,24.42096,26.93942,30.39308,34.81282,39.99268,43.86408
F,W,113.5,23.32778,24.64912,27.20709,30.7149,35.20305,40.46071,44.38798
F,W,114.5,23.53851,24.88031,27.47805,31.04032,35.59726,40.93316,44.91658
F,W,115.5,23.75217,25.11454,27.75225,31.36928,35.99535,41.40984,45.44968
F,W,116.5,23.96879,25.35181,28.02968,31.70168,36.39717,41.89057,45.98708
F,W,117.5,24.18838,25.59214,28.31029,32.03745,36.80259,42.37517,46.52854
F,W,118.5,24.41097,25.83551,28.59403,32.37649,37.21144,42.86342,47.07385
F,W,119.5,24.63656,26.08191,28.88087,32.71868,37.62356,43.35511,47.62276
F,W,120.5,24.86516,26.33132,29.17072,33.06392,38.03878,43.85001,48.17501
F,W,121.5,25.09677,26.58372,29.46353,33.41208,38.45691,44.34788,48.73033
F,W,122.5,25.33137,26.83907,29.75922,33.76303,38.87775,44.84847,49.28846
F,W,123.5,25.56895,27.09734,30.0577,34.11663,39.30111,45.35152,49.84911
F,W,124.5,25.80949,27.35848,30.35888,34.47272,39.72676,45.85676,50.41198
F,W,125.5,26.05297,27.62244,30.66267,34.83116,40.15449,46.36392,50.97677
F,W,126.5,26.29934,27.88915,30.96895,35.19176,40.58407,46.87271,51.54317
F,W,127.5,26.54856,28.15856,31.27762,35.55437,41.01526,47.38283,52.11086
F,W,128.5,26.8006,28.43059,31.58856,35.9188,41.44782,47.894,52.67951
F,W,129.5,27.05539,28.70516,31.90163,36.28486,41.88148,48.40589,53.2488
F,W,130.5,27.31287,28.98218,32.21671,36.65236,42.316,48.9182,53.81837
F,W,131.5,27.57298,29.26156,32.53364,37.02111,42.75111,49.43061,54.3879
F,W,132.5,27.83564,29.54321,32.8523,37.39089,43.18655,49.9428,54.95703
F,W,133.5,28.10077,29.827,33.17252,37.76149,43.62203,50.45443,55.52542
F,W,134.5,28.36829,30.11285,33.49415,38.1327,44.05728,50.96519,56.09271
F,W,135.5,28.63809,30.40062,33.81701,38.5043,44.49201,51.47473,56.65855
F,W,136.5,28.91009,30.69019,34.14096,38.87605,44.92595,51.98272,57.22257
F,W,137.5,29.18417,30.98143,34.4658,39.24775,45.3588,52.48882,57.78443
F,W,138.5,29.46022,31.27421,34.79137,39.61914,45.79028,52.9927,58.34376
F,W,139.5,29.73813,31.56838,35.11747,39.99,46.22009,53.49402,58.90022
F,W,140.5,30.01776,31.86381,35.44394,40.36009,46.64794,53.99244,59.45344
F,W,141.5,30.299,32.16034,35.77056,40.72918,47.07354,54.48762,60.00308
F,W,142.5,30.5817,32.45781,36.09716,41.09701,47.49661,54.97925,60.54878
F,W,143.5,30.86573,32.75608,36.42354,41.46336,47.91684,55.46697,61.0902
F,W,144.5,31.15094,33.05496,36.7495,41.82798,48.33396,55.95048,61.62701
F,W,145.5,31.43718,33.3543,37.07485,42.19063,48.74767,56.42944,62.15887
F,W,146.5,31.7243,33.65394,37.39937,42.55108,49.15771,56.90354,62.68544
F,W,147.5,32.01214,33.95368,37.72288,42.90909,49.56378,57.37247,63.20642
F,W,148.5,32.30053,34.25336,38.04517,43.26442,49.96562,57.83593,63.72148
F,W,149.5,32.58932,34.55281,38.36604,43.61683,50.36297,58.29361,64.23032
F,W,150.5,32.87832,34.85183,38.68529,43.96612,50.75555,58.74524,64.73264
F,W,151.5,33.16738,35.15025,39.00272,44.31204,51.14313,59.19053,65.22816
F,W,152.5,33.4563,35.44789,39.31812,44.65437,51.52544,59.62921,65.71661
F,W,153.5,33.74492,35.74455,39.63131,44.99291,51.90225,60.06103,66.19771
F,W,154.5,34.03306,36.04006,39.94209,45.32745,52.27334,60.48572,66.67121
F,W,155.5,34.32053,36.33424,40.25026,45.65777,52.63847,60.90306,67.13688
F,W,156.5,34.60715,36.62688,40.55564,45.98369,52.99745,61.31281,67.59448
F,W,157.5,34.89274,36.91782,40.85805,46.30501,53.35007,61.71477,68.04379
F,W,158.5,35.17711,37.20687,41.15729,46.62155,53.69614,62.10874,68.48463
F,W,159.5,35.46007,37.49385,41.45321,46.93314,54.03549,62.49452,68.91679
F,W,160.5,35.74145,37.77858,41.74562,47.23962,54.36794,62.87195,69.34011
F,W,161.5,36.02105,38.06087,42.03435,47.54083,54.69335,63.24088,69.75442
F,W,162.5,36.2987,38.34057,42.31926,47.83661,55.01159,63.60115,70.1596
F,W,163.5,36.57421,38.61748,42.60018,48.12685,55.32252,63.95264,70.5555
F,W,164.5,36.84739,38.89145,42.87697,48.41141,55.62603,64.29525,70.94203
F,W,165.5,37.11808,39.16232,43.14949,48.69018,55.92203,64.62889,71.31908
F,W,166.5,37.3861,39.42991,43.4176,48.96305,56.21044,64.95347,71.68659
F,W,167.5,37.65127,39.69408,43.68119,49.22993,56.49119,65.26895,72.04449
F,W,168.5,37.91342,39.95467,43.94012,49.49075,56.76423,65.57527,72.39275
F,W,169.5,38.17238,40.21154,44.1943,49.74544,57.02954,65.87243,72.73133
F,W,170.5,38.428,40.46454,44.44363,49.99394,57.28708,66.16042,73.06023
F,W,171.5,38.68012,40.71356,44.688,50.23621,57.53687,66.43925,73.37946
F,W,172.5,38.92858,40.95845,44.92735,50.47222,57.77893,66.70897,73.68906
F,W,173.5,39.17324,41.19909,45.1616,50.70196,58.01327,66.96961,73.98906
F,W,174.5,39.41396,41.43538,45.39069,50.92541,58.23994,67.22127,74.27953
F,W,175.5,39.6506,41.66721,45.61455,51.14259,58.45903,67.46402,74.56056
F,W,176.5,39.88303,41.89448,45.83316,51.35353,58.67061,67.69798,74.83223
F,W,177.5,40.11114,42.1171,46.04647,51.55825,58.87477,67.92327,75.09468
F,W,178.5,40.3348,42.33498,46.25446,51.75681,59.07164,68.14006,75.34802
F,W,179.5,40.55392,42.54806,46.45712,51.94926,59.26135,68.3485,75.59243
F,W,180.5,40.76839,42.75627,46.65445,52.13568,59.44404,68.54877,75.82805
F,W,181.5,40.97812,42.95955,46.84646,52.31616,59.61988,68.74109,76.05507
F,W,182.5,41.18304,43.15786,47.03316,52.4908,59.78905,68.92566,76.2737
F,W,183.5,41.38308,43.35116,47.21458,52.6597,59.95173,69.10273,76.48415
F,W,184.5,41.57816,43.53942,47.39077,52.82299,60.10814,69.27255,76.68664
F,W,185.5,41.76824,43.72263,47.56176,52.98079,60.2585,69.43538,76.88142
F,W,186.5,41.95328,43.90078,47.72763,53.13327,60.40303,69.59151,77.06875
F,W,187.5,42.13324,44.07388,47.88844,53.28056,60.54199,69.74124,77.2489
F,W,188.5,42.3081,44.24193,48.04426,53.42284,60.67562,69.88487,77.42214
F,W,189.5,42.47785,44.40496,48.1952,53.56028,60.8042,70.02272,77.58878
F,W,190.5,42.64249,44.563,48.34134,53.69307,60.928,70.15513,77.74911
F,W,191.5,42.80203,44.71609,48.48279,53.82138,61.04731,70.28244,77.90345
F,W,192.5,42.95649,44.8643,48.61968,53.94544,61.16241,70.40499,78.05211
F,W,193.5,43.1059,45.00768,48.75212,54.06543,61.2736,70.52314,78.19542
F,W,194.5,43.25031,45.14631,48.88026,54.18158,61.3812,70.63725,78.33372
F,W,195.5,43.38976,45.28027,49.00422,54.29411,61.48549,70.7477,78.46734
F,W,196.5,43.52432,45.40964,49.12417,54.40324,61.58681,70.85484,78.59661
F,W,197.5,43.65406,45.53455,49.24026,54.50921,61.68546,70.95905,78.72189
F,W,198.5,43.77907,45.65509,49.35265,54.61224,61.78176,71.06071,78.84351
F,W,199.5,43.89944,45.77138,49.46152,54.71257,61.87602,71.16017,78.96181
F,W,200.5,44.01527,45.88355,49.56702,54.81044,61.96856,71.2578,79.07713
F,W,201.5,44.12666,45.99174,49.66936,54.9061,62.05968,71.35395,79.18979
F,W,202.5,44.23375,46.09608,49.7687,54.99978,62.1497,71.44899,79.30012
F,W,203.5,44.33665,46.19672,49.86524,55.09172,62.23891,71.54326,79.40845
F,W,204.5,44.4355,46.29382,49.95916,55.18217,62.32761,71.63707,79.51506
F,W,205.5,44.53044,46.38753,50.05066,55.27135,62.41609,71.73076,79.62027
F,W,206.5,44.62161,46.47801,50.13993,55.35951,62.50462,71.82463,79.72434
F,W,207.5,44.70917,46.56543,50.22716,55.44686,62.59347,71.91896,79.82755
F,W,208.5,44.79326,46.64995,50.31253,55.53362,62.68289,72.01403,79.93015
F,W,209.5,44.87405,46.73174,50.39624,55.62001,62.77311,72.11008,80.03235
F,W,210.5,44.95168,46.81097,50.47847,55.70624,62.86437,72.20733,80.13439
F,W,211.5,45.02633,46.8878,50.5594,55.79248,62.95684,72.306,80.23643
F,W,212.5,45.09815,46.9624,50.63919,55.87892,63.05073,72.40626,80.33866
F,W,213.5,45.16729,47.03493,50.71802,55.96573,63.1462,72.50825,80.4412
F,W,214.5,45.23391,47.10554,50.79603,56.05305,63.24336,72.61209,80.54417
F,W,215.5,45.29817,47.17437,50.87336,56.141,63.34234,72.71787,80.64766
F,W,216.5,45.3602,47.24158,50.95014,56.2297,63.4432,72.82563,80.75172
F,W,217.5,45.42015,47.30728,51.02649,56.31922,63.546,72.9354,80.85638
F,W,218.5,45.47815,47.3716,51.10249,56.40963,63.65074,73.04714,80.96163
F,W,219.5,45.53431,47.43464,51.17823,56.50096,63.7574,73.1608,81.06744
F,W,220.5,45.58875,47.4965,51.25375,56.5932,63.86593,73.27626,81.17373
F,W,221.5,45.64157,47.55724,51.32908,56.68633,63.9762,73.39338,81.28039
F,W,222.5,45.69284,47.61693,51.40422,56.78026,64.08808,73.51197,81.3873
F,W,223.5,45.74262,47.67559,51.47916,56.8749,64.20136,73.63178,81.49427
F,W,224.5,45.79097,47.73323,51.55381,56.9701,64.3158,73.75253,81.60109
F,W,225.5,45.8379,47.78983,51.6281,57.06565,64.4311,73.87389,81.70752
F,W,226.5,45.88343,47.84535,51.70189,57.16132,64.54692,73.99546,81.81326
F,W,227.5,45.92751,47.89972,51.77499,57.2568,64.66283,74.1168,81.91801
F,W,228.5,45.97009,47.9528,51.8472,57.35176,64.77838,74.23744,82.02139
F,W,229.5,46.0111,48.00447,51.91825,57.44578,64.89303,74.35682,82.12303
F,W,230.5,46.0504,48.05453,51.98781,57.5384,65.00619,74.47435,82.22248
F,W,231.5,46.08784,48.10274,52.05553,57.6291,65.1172,74.58939,82.31928
F,W,232.5,46.12322,48.14882,52.12097,57.71728,65.22534,74.70121,82.41292
F,W,233.5,46.1563,48.19244,52.18364,57.80227,65.32981,74.80907,82.50285
F,W,234.5,46.18678,48.23321,52.243,57.88334,65.42974,74.91215,82.58851
F,W,235.5,46.21432,48.27069,52.29842,57.95967,65.52419,75.00958,82.66927
F,W,236.5,46.23851,48.30438,52.34921,58.0304,65.61215,75.10041,82.74448
F,W,237.5,46.25891,48.3337,52.3946,58.09453,65.69252,75.18367,82.81345
F,W,238.5,46.27498,48.358,52.43376,58.15104,65.76413,75.25831,82.87546
F,W,239.5,46.28612,48.37657,52.46576,58.19877,65.82574,75.32321,82.92975
F,W,240,46.28963,48.38346,52.47876,58.21897,65.85238,75.35165,82.95375
